,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
3,EFX,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-21,-484800000,4501500000,4555850000,561600000,3939900000,0.585,19.468,-146200000,93300000,93300000,887400000,434800000,0.93,0.931,1187700000,49300000,1138400000,1187700000,96800000,200000000,0,0.01,1.16,694700000,894700000,0.336,894700000,694700000,630900000,3.61,3.55,3.61,2310900000,2213425000,2310900000,14418829688,21,16.116,622900000,5.248,1.0,1776200000,0.667,3493600000,63800000,1498500000,1568025000,0,0,0,0,2151100000,603800000,1547300000,13194629688,-35000000,-1600000,-161900000,-335900000,-137800000,-639000000,-147800000,0,769100000,-17300000,429100000,429100000,429100000,0,5700000,0.161,1082300000,693900000,40600000,0.321,5.71,30.75,30.85,366800000,0,111.37,4.954,4.963,349800000,3834400000,2663600000,2663600000,0,0.094,0.194,0.443,0.261,8400000,884300000,1.0,118475619,118700000,120900000,22.44,1007900000,0,201800000,205500000,8.491,-42200000
4,EFX,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-21,-435400000,4661000000,4721125000,590500000,4070500000,0.516,18.153,-86400000,128300000,128300000,844700000,374000000,0.717,1.103,1526100000,380400000,1145700000,1526100000,73400000,204200000,0,0.012,1.0,636200000,840400000,0.345,840400000,636200000,567600000,3.03,2.97,3.03,2200100000,2323125000,2200100000,11191432681,18,13.317,529800000,4.371,1.0,1591700000,0.653,3655900000,68600000,1579800000,1661250000,0,0,0,0,2426400000,823100000,1603300000,9751832681,-107600000,-342900000,-261900000,89900000,-121200000,-283400000,-429300000,0,616200000,-11100000,367400000,367400000,367400000,0,6600000,0.151,953500000,638200000,20300000,0.33,4.432,26.543,26.69,300600000,0,80.87,4.003,4.023,337200000,3554800000,2436400000,2436400000,0,0.078,0.158,0.383,0.261,20400000,751700000,1.0,120586530,121200000,123500000,20.102,1005100000,0,200200000,228300000,8.293,-232600000
5,EFX,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-21,-312600000,4539900000,4422775000,648400000,3891500000,0.521,18.983,-83300000,235900000,235900000,787300000,359900000,0.979,0.956,1442000000,296500000,1145500000,1442000000,61800000,190300000,0,0.016,1.1,610900000,801200000,0.348,801200000,610900000,540700000,2.9,2.84,2.9,2300700000,2147375000,2300700000,9719552093,16,12.131,485700000,4.007,1.0,1516600000,0.658,3463800000,70200000,1619700000,1887050000,0,0,0,0,2198900000,662500000,1536400000,8407252093,89100000,-53000000,35900000,-283100000,-106700000,-333100000,-136300000,0,569000000,-10500000,351800000,351800000,351800000,-18400000,8100000,0.153,905400000,611200000,19900000,0.379,3.654,23.898,23.824,288900000,0,69.09,3.649,3.635,309700000,3309200000,2303900000,2303900000,0,0.08,0.164,0.324,0.265,17600000,715800000,1.0,121685513,121200000,123700000,19.009,1076100000,0,188900000,263700000,8.879,-14100000
6,EFX,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-21,-362000000,4520100000,3791375000,538700000,3981400000,0.547,16.123,-66000000,146800000,146800000,759500000,280800000,0.833,1.325,1730700000,283300000,1447400000,1730700000,57900000,163400000,0,0.017,0.9,483500000,646900000,0.312,646900000,483500000,428100000,2.27,2.22,2.27,1933200000,1849950000,1933200000,7173750092,15,11.089,430300000,3.589,1.0,1313500000,0.634,3532600000,55400000,1924900000,1575075000,0,0,0,0,2560900000,646500000,1914400000,6472650092,19100000,-1017600000,-16800000,718100000,-86000000,606300000,-1083600000,0,496300000,100000,272100000,272100000,272100000,0,8700000,0.131,833500000,480000000,25100000,0.396,3.348,23.788,23.841,283700000,0,54.12,3.122,3.13,317000000,3064600000,2073000000,2073000000,0,0.072,0.147,0.307,0.233,26300000,673500000,1.0,119598117,119900000,122500000,17.289,987500000,0,156000000,236700000,8.236,-107800000
7,EFX,MRY,2011-12-31,2011-12-31,2011-12-31,2019-02-21,-391800000,3518700000,3497325000,456900000,3061800000,0.541,13.966,-75000000,127700000,127700000,703900000,241700000,1.252,1.055,1013200000,47200000,966000000,1013200000,55800000,164900000,0,0.017,0.64,455100000,620000000,0.327,620000000,455100000,400000000,1.91,1.88,1.91,1702400000,1750850000,1702400000,5624192080,12,9.071,333700000,2.737,1.0,1189300000,0.628,2607000000,55100000,1432300000,1467875000,0,0,0,0,1796600000,364900000,1431700000,4690692080,8300000,-129100000,-118600000,7700000,-78100000,-195900000,-204100000,0,408700000,-400000,232900000,232900000,232900000,-2900000,8800000,0.123,720700000,468600000,27500000,0.335,2.755,20.14,20.283,292900000,0,38.74,2.478,2.494,284400000,2879200000,1893200000,1893200000,0,0.067,0.133,0.31,0.24,23200000,560100000,1.0,121081365,121900000,123700000,15.531,911700000,0,167100000,235900000,7.479,92000000
0,EQIX,MRY,2018-12-31,2018-12-31,2018-12-31,2019-02-22,-945702000,20244638000,20136231250,1515682000,18728956000,0.252,89.662,-2096174000,606166000,606166000,2605475000,365359000,1.0,1.804,11332497000,451972000,10880525000,11332497000,0,1227489000,0,0.026,9.12,954532000,2182021000,0.43,2182021000,954532000,433038000,4.58,4.56,4.58,7219279000,7111132500,7219279000,38826571327,41,17.794,-280748000,-3.519,1.0,2466179000,0.486,7169684000,521494000,22286214000,21761207250,0,4540000,4540000,0,13025359000,1515071000,11510288000,28342474327,-823097000,-817533000,438308000,770479000,-738600000,470912000,-3075528000,20597000,1815426000,-33907000,365359000,365359000,365359000,0,0,0.072,1488796000,977383000,756692000,1.991,3.926,77.574,76.978,11026020000,0,352.56,5.588,5.546,630119000,-2441252000,5071654000,5071654000,0,0.018,0.051,0.044,0.188,180716000,1460396000,1.0,80390499,79779000,80197000,63.571,13074954000,0,67679000,0,162.387,611000
1,EQIX,MRY,2017-12-31,2017-12-31,2017-12-31,2019-02-22,-785189000,18691457000,17914643500,2249128000,16442329000,0.244,87.184,-1378725000,1412517000,1412517000,2193149000,232982000,1.81,1.729,10080419000,143196000,9937223000,10080419000,0,1042480000,0,0.018,8.0,765530000,1808010000,0.414,1808010000,765530000,286832000,3.03,3.0,3.03,6849790000,6608377250,6849790000,43882718154,57,24.271,60508000,0.787,1.0,2175279000,0.498,6796734000,478698000,19319891000,18248698750,0,37514000,28271000,9243000,11841667000,1242734000,10598933000,35457076154,677454000,-3915513000,2523117000,2707140000,-621497000,4607860000,-5400826000,-11505000,1439233000,31187000,232982000,232982000,232982000,0,0,0.053,1366265000,809014000,719257000,2.64,5.176,152.188,149.578,9394602000,0,453.22,8.117,7.974,576313000,-2340103000,4368428000,4368428000,0,0.013,0.035,0.042,0.175,175500000,1327630000,1.0,78233697,76854000,77535000,56.841,11894723000,0,53850000,0,151.396,1006394000
2,EQIX,MRY,2016-12-31,2016-12-31,2016-12-31,2019-02-22,-949142000,12608371000,13117702000,1467526000,11140845000,0.275,61.145,-1113365000,748476000,748476000,1820870000,126800000,1.427,1.888,6759573000,168974000,6590599000,6759573000,0,837207000,0,0.02,7.0,564407000,1401614000,0.388,1401614000,564407000,172251000,1.81,1.79,1.81,4365829000,4628527250,4365829000,31449069541,56,22.438,-94012000,-1.341,1.0,1791119000,0.496,3705295000,392156000,13885478000,14002566500,0,13451000,3409000,10042000,8242542000,1028695000,7213847000,25511674541,-1945180000,-915024000,34179000,-431730000,-499463000,-897065000,-2045668000,10839000,1019353000,-21800000,126800000,126800000,126800000,-12392000,0,0.035,1172380000,618739000,581739000,3.867,5.843,201.196,197.464,7199210000,0,357.41,7.063,6.938,396245000,-1951061000,3611989000,3611989000,0,0.01,0.027,0.04,0.156,155567000,1133303000,1.0,71379297,70117000,70816000,51.514,8903076000,0,45451000,0,124.691,438831000
3,EQIX,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-22,-509059000,10356695000,8404018250,3259280000,7097415000,0.324,45.395,-868120000,2228838000,2228838000,1291506000,187774000,1.968,2.772,6521020000,956478000,5564542000,6521020000,0,525580000,0,0.059,17.71,510053000,1035633000,0.38,1035633000,510053000,210998000,3.25,3.21,3.25,2745386000,2149589500,2745386000,21624128398,42,20.88,26703000,0.462,1.0,1434361000,0.526,1287765000,299055000,11704758000,10363541000,0,496876000,492292000,4584000,7611309000,1656354000,5954955000,17323185398,2090394000,-245503000,859536000,1535077000,-521461000,1873152000,-637797000,514108000,894823000,-39784000,187774000,187774000,187774000,0,0,0.069,867019000,567342000,400948000,5.449,6.31,92.256,93.046,5606436000,0,302.4,6.355,6.411,291964000,-1576688000,2725867000,2725867000,0,0.022,0.087,0.049,0.187,132443000,825296000,1.0,57285666,57790000,58483000,47.168,9068930000,0,23224000,0,149.954,1602926000
4,EQIX,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-22,-332443000,7781978000,7653546750,1490943000,6291035000,0.319,41.03,-660203000,610917000,610917000,1197885000,-260726000,2.316,2.428,4643954000,80828000,4563126000,4643954000,0,481691000,0,0.033,7.57,356465000,838156000,0.343,838156000,356465000,85912000,-4.96,-4.96,-4.96,2270131000,2516969000,2270131000,15719239079,44,18.755,29217000,0.558,1.0,1245891000,0.51,1149656000,270553000,10021602000,9583409250,0,546951000,532452000,14499000,5511847000,643757000,4868090000,12089765079,349023000,0,-268638000,665999000,-83266000,107401000,-435839000,239551000,689420000,-11959000,-259547000,-259547000,-259547000,0,-1179000,-0.106,736625000,509266000,285796000,-1.526,5.326,-46.58,-45.712,4998270000,0,226.73,4.947,4.858,262570000,-720377000,2443776000,2443776000,0,-0.034,-0.103,0.037,0.146,98408000,734119000,1.0,53322300,52359000,52359000,46.673,6632322000,0,345459000,0,119.871,847186000
5,EQIX,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-22,-113767000,7492359000,7393046250,888660000,6603699000,0.291,49.402,-572406000,261894000,261894000,1064403000,96123000,1.626,1.996,4158656000,70722000,4087934000,4158656000,0,432471000,0,0.0,0.0,359633000,792104000,0.368,792104000,359633000,110841000,1.92,1.89,1.92,2459064000,2391549000,2459064000,12479716336,35,15.755,32202000,0.651,1.0,1088363000,0.506,1226335000,248792000,9616282000,8920209750,0,768198000,369808000,398390000,4909393000,546504000,4362889000,8832882336,9681000,-49337000,-16907000,564484000,0,574907000,-1169313000,-479136000,604608000,-521000,94685000,94685000,94685000,0,1438000,0.044,627431000,460932000,263223000,0.0,3.592,93.287,92.422,4591650000,0,177.45,4.103,4.075,184840000,-36443000,2152766000,2152766000,0,0.013,0.04,0.04,0.167,75610000,621413000,1.0,49776739,49438000,50116000,43.545,6266024000,0,16156000,0,125.882,342156000
6,EQIX,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-22,-101042000,6135797000,5933950000,640092000,5495705000,0.318,47.524,-764500000,252213000,252213000,944617000,143144000,1.166,1.616,3010747000,67366000,2943381000,3010747000,0,398579000,0,0.0,0.0,398920000,797499000,0.423,797499000,398920000,198592000,2.92,2.83,2.92,2313441000,2168797500,2313441000,12743367931,32,15.979,-132474000,-2.76,1.0,942759000,0.5,1244126000,200328000,7101133000,6753644000,0,294311000,166492000,127819000,3738178000,549072000,3189106000,10026525931,-26610000,-233034000,42773000,-338125000,0,-222721000,-442873000,499251000,632026000,6958000,140028000,140028000,140028000,-13086000,3116000,0.074,549863000,392896000,268853000,0.0,4.334,71.604,70.616,3915738000,0,206.2,5.312,5.245,163840000,-131128000,1887376000,1887376000,0,0.024,0.065,0.059,0.211,10394000,531180000,1.0,48625247,48004000,51816000,39.317,4891671000,0,58564000,0,100.488,91020000
7,EQIX,MRY,2011-12-31,2011-12-31,2011-12-31,2019-02-22,-143698000,5785324000,5284428750,1235757000,4549567000,0.296,41.325,-685386000,278823000,278823000,829024000,93382000,1.704,1.929,3099130000,345297000,2753833000,3099130000,0,347674000,0,0.0,0.0,313426000,661100000,0.422,661100000,313426000,132123000,1.77,1.74,1.77,1952212000,2007078750,1952212000,7496371230,24,11.339,-98066000,-2.088,1.0,736601000,0.47,1015130000,181303000,6865247000,6011494250,0,797522000,635721000,161801000,3765511000,725254000,3040257000,4807347230,-164018000,-41954000,-47773000,796420000,0,748728000,-1499155000,-647035000,587320000,-911000,94776000,94776000,94776000,-1009000,-1394000,0.061,430679000,305922000,229043000,0.0,2.463,50.723,57.288,3225912000,0,101.4,3.071,3.041,139057000,-255095000,1565625000,1565625000,0,0.018,0.047,0.052,0.2,71451000,423901000,1.0,47409736,46956000,47898000,33.342,4770194000,0,37347000,0,100.976,510503000
0,EQR,MRY,2018-12-31,2018-12-31,2018-12-31,2019-02-21,-64986000,20394209000,20431702750,,,0.126,27.611,-370263000,116313000,116313000,879634000,685192000,,0.945,8817939000,,,8817939000,0,790117000,67258000,0.033,2.16,1071773000,1861890000,0.722,1861890000,1071773000,658413000,1.78,1.77,1.78,10173204000,10226559250,10173204000,33055808524,31,17.754,986032000,2.679,1.0,1698800000,0.659,0,413360000,29095835000,29103034500,0,58349000,,,9615454000,,,24320765524,15551000,-6571000,34534000,-161913000,-782122000,-963910000,-376834000,0,1356295000,0,657535000,654445000,654445000,0,24939000,0.254,840240000,858560000,309072000,1.213,2.391,37.162,37.084,19814741000,3090000,66.01,9.432,9.422,0,1261763000,2578434000,2578434000,0,0.032,0.064,0.037,0.416,0,53813000,1.0,368440623,368052000,383695000,7.006,20394209000,0,878000,0,55.352,
1,EQR,MRY,2017-12-31,2017-12-31,2017-12-31,2019-02-21,-88612000,20570599000,20628336250,,,0.12,27.875,-588596000,100762000,100762000,826269000,628381000,,0.95,8957291000,,,8957291000,0,747577000,65009000,0.032,2.016,987822000,1735399000,0.702,1735399000,987822000,603932000,1.64,1.63,1.64,10242464000,10268128500,10242464000,32380211803,33,18.659,677192000,1.845,1.0,1645137000,0.666,0,383890000,29427128000,29532434250,0,58254000,,,9729781000,,,23434504803,-118326000,-5700000,35340000,-29874000,-739375000,-789818000,-594296000,0,1265788000,0,603454000,600363000,600363000,0,22604000,0.243,797666000,847471000,307594000,1.229,2.288,39.034,38.884,19986518000,3091000,63.77,9.482,9.469,0,1403530000,2471406000,2471406000,0,0.029,0.058,0.033,0.4,0,52224000,1.0,367484786,366968000,382678000,6.735,20570599000,0,478000,0,55.983,
2,EQR,MRY,2016-12-31,2016-12-31,2016-12-31,2019-02-21,-113909000,20704148000,21133276500,,,0.115,28.005,5822595000,219088000,219088000,806225000,4480104000,,0.958,8987258000,,,8987258000,0,709075000,62624000,0.202,13.015,4776022000,5485097000,2.261,5485097000,4776022000,4293776000,11.75,11.68,11.75,10229078000,10642233250,10229078000,31515264279,7,5.746,7036718000,19.279,1.0,1619575000,0.668,0,482246000,29472318000,29377849250,0,60141000,,,9801072000,,,23534063279,63973000,8532000,39519000,-1962239000,-4771725000,-7054092000,5903942000,72815000,1214123000,0,4292163000,4289072000,4289072000,-518000,171511000,1.768,763489000,856086000,339778000,1.108,2.301,5.487,5.477,20026036000,3091000,64.36,9.702,9.684,0,1543626000,2425800000,2425800000,0,0.203,0.403,0.163,1.969,0,57840000,1.0,365662885,365002000,381992000,6.646,20704148000,0,1613000,0,56.684,
3,EQR,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-21,-152016000,23110196000,23057469500,,,0.119,28.778,-726474000,42276000,42276000,905168000,908018000,,1.131,10921366000,,,10921366000,0,769277000,77582000,0.027,2.211,1315524000,2084801000,0.76,2084801000,1315524000,871037000,2.37,2.36,2.37,10470368000,10445257000,10470368000,40486077668,31,19.42,630154000,1.734,1.0,1839797000,0.67,0,444487000,33989286000,33855202250,0,68101000,,,11847058000,,,29720124668,-5353000,28125000,63912000,132148000,-784748000,-666167000,-695814000,2535000,1356628000,0,870120000,863277000,863277000,-397000,34241000,0.314,830559000,1009238000,396502000,0.933,2.838,34.427,34.426,22458081000,6843000,81.59,10.827,10.804,0,2009091000,2744965000,2744965000,0,0.037,0.083,0.039,0.479,0,64664000,1.0,364261854,363498000,380620000,7.552,23110196000,0,917000,0,63.519,
4,EQR,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-21,-172152000,22950614000,22959935250,,,0.114,28.64,-668972000,40080000,40080000,883564000,658683000,,1.132,10844861000,,,10844861000,0,758861000,75633000,0.028,2.0,1090162000,1849023000,0.707,1849023000,1090162000,632702000,1.74,1.73,1.74,10368456000,10353272750,10368456000,36958299498,34,19.988,655101000,1.814,1.0,1731184000,0.662,0,457460000,33755395000,33870658500,0,105434000,,,11742105000,,,26032171498,-13454000,88025000,84188000,61620000,-776659000,-692861000,-644666000,855000,1324073000,0,631308000,627163000,627163000,-1582000,24831000,0.24,809540000,921644000,342156000,1.149,2.511,41.508,41.287,22242578000,4145000,71.84,9.956,9.923,0,1950639000,2614748000,2614748000,0,0.027,0.061,0.032,0.417,0,50679000,1.0,362363189,361181000,377735000,7.239,22950614000,0,1394000,0,63.395,
5,EQR,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-21,-155162000,22834545000,23480879250,,,0.102,29.188,3925754000,53534000,53534000,827768000,1905353000,,1.106,10766254000,,,10766254000,0,1013353000,71592000,0.036,1.85,2418636000,3431989000,1.437,3431989000,2418636000,1831782000,5.16,5.16,5.16,10507201000,10388037500,10507201000,29428941706,12,8.575,4794670000,13.533,1.0,1559934000,0.653,0,586854000,33547265000,34760225500,0,178526000,,,11626205000,,,18694505706,-559056000,-4041875000,20653000,-681904000,-681610000,-1420995000,-6977000,4878000,868916000,0,1830613000,1826468000,1826468000,-2073527000,75278000,0.765,1041152000,518782000,362302000,0.359,1.779,10.235,10.052,21993239000,4145000,51.87,7.829,7.697,0,2047258000,2387702000,2387702000,0,0.078,0.176,0.07,1.013,0,62179000,1.0,360410752,354305000,354305000,6.739,22834545000,0,1169000,0,63.433,
6,EQR,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-21,-193148000,17201000000,16766301000,,,0.104,23.481,-136815000,612590000,612590000,620844000,881204000,,1.272,8529244000,,,8529244000,0,684992000,66988000,0.031,1.78,1297469000,1982461000,1.134,1982461000,1297469000,842233000,2.73,2.7,2.73,7289813000,6246962750,7289813000,26419668262,20,13.327,909340000,3.004,1.0,1126658000,0.645,0,455236000,25117654000,25697001250,0,17877000,,,9275521000,,,17156138262,228669000,-5291000,1471478000,-1313831000,-473451000,-556331000,-261155000,1444000,1046155000,0,841719000,826212000,826212000,-720906000,38641000,0.473,607902000,518756000,298548000,0.652,2.353,20.765,20.758,16096208000,15507000,56.67,9.818,9.816,0,887355000,1747502000,1747502000,0,0.049,0.132,0.05,0.742,0,47233000,1.0,302737573,302701000,319766000,5.773,17201000000,0,514000,0,55.406,
7,EQR,MRY,2011-12-31,2011-12-31,2011-12-31,2019-02-21,-196718000,16659303000,16222392750,,,0.094,19.152,-213319000,383921000,383921000,564653000,935197000,,1.831,9721061000,,,9721061000,0,663616000,65286000,0.028,1.58,1354463000,2018079000,1.323,2018079000,1354463000,894291000,2.98,2.98,2.98,5669015000,5608512000,5669015000,25647915427,19,12.709,587148000,1.991,1.0,960567000,0.63,0,460172000,25996443000,25293048500,0,12327000,,,10380042000,,,16916730427,-47487000,-2021000,274068000,-380228000,-432023000,-650746000,-197208000,-8751000,800467000,0,893585000,879720000,879720000,-1008138000,40780000,0.577,551515000,409052000,214285000,0.53,2.984,19.23,19.138,15868363000,13865000,57.03,11.091,11.025,0,615572000,1525220000,1525220000,0,0.054,0.157,0.054,0.888,0,43604000,1.0,296628624,294856000,294856000,5.173,16659303000,0,706000,0,56.281,
0,ESS,MRY,2018-12-31,2018-12-31,2018-12-31,2019-04-26,-13217000,12383596000,12525015000,,,0.112,94.927,-352767000,151395000,151395000,416396000,413599000,,0.95,5605942000,,,5605942000,0,479884000,0,0.03,7.44,610645000,1090529000,0.779,1090529000,610645000,390153000,5.91,5.9,5.91,6267073000,6326748000,6267073000,21658868435,35,19.861,473787000,7.174,1.0,983657000,0.703,0,220492000,17838143000,18026765500,0,1509685000,,,5954277000,,,16199822435,90269000,0,-45939000,-110625000,-484182000,-676392000,-59893000,-55707000,826554000,0,390153000,390153000,390153000,0,23446000,0.279,533529000,450128000,186431000,1.259,2.585,41.522,41.491,10611182000,0,245.21,11.571,11.567,71895000,-812796000,1400053000,1400053000,0,0.031,0.062,0.034,0.436,6266000,53451000,1.0,66065097,66041058,66085089,21.2,12383596000,0,0,0,187.573,
1,ESS,MRY,2017-12-31,2017-12-31,2017-12-31,2019-04-26,-18446000,12495706000,12495151750,,,0.109,95.057,-486667000,61126000,61126000,405542000,458043000,,0.965,5689126000,,,5689126000,0,468881000,0,0.029,7.0,655953000,1124834000,0.825,1124834000,655953000,433059000,6.58,6.57,6.58,6277406000,6280927000,6277406000,21491306690,33,19.106,282940000,4.298,1.0,958357000,0.703,0,222894000,18123706000,18031582500,0,1345988000,,,6059675000,,,15939357690,-109176000,0,115690000,89191000,-450625000,-310843000,-567940000,-214797000,769607000,0,433059000,433059000,433059000,0,24984000,0.318,511835000,446522000,179271000,1.064,2.539,36.806,36.682,10948511000,0,241.37,11.687,11.65,100926000,-833726000,1363899000,1363899000,0,0.035,0.069,0.036,0.481,8970000,41385000,1.0,66037029,65829155,65898255,20.719,12495706000,0,0,0,189.219,
2,ESS,MRY,2016-12-31,2016-12-31,2016-12-31,2019-04-26,-32098000,12217408000,12167194750,,,0.106,94.507,-539695000,170302000,170302000,388927000,438410000,,0.95,5563260000,,,5563260000,0,441682000,0,0.028,6.4,634633000,1076315000,0.832,1076315000,634633000,414979000,6.28,6.27,6.28,6192178000,6135233500,6192178000,20606434010,32,19.145,177097000,2.705,1.0,905074000,0.699,0,219654000,17610366000,17527649500,0,1300464000,,,5880487000,,,15232802010,47247000,0,17520000,247047000,-411134000,-256474000,-413071000,-116079000,716792000,0,414979000,411124000,411124000,0,23431000,0.318,484274000,420800000,174135000,1.019,2.46,37.052,37.022,10657222000,3855000,232.5,11.772,11.764,40970000,-805409000,1294001000,1294001000,0,0.034,0.067,0.036,0.49,9425000,40751000,1.0,65517428,65471540,65587816,19.764,12217408000,0,0,0,186.465,
3,ESS,MRY,2015-12-31,2015-12-31,2015-12-31,2019-04-26,-42011000,12008384000,12037816000,,,0.099,95.463,-830249000,123055000,123055000,363508000,248239000,,0.902,5318757000,,,5318757000,0,453423000,0,0.024,5.76,436947000,890370000,0.745,890370000,436947000,232120000,3.5,3.49,3.5,6237733000,6219883250,6237733000,21054586867,48,23.647,-212081000,-3.269,1.0,830899000,0.696,0,204827000,17204086000,17269270500,0,1173532000,,,5625909000,,,15809472867,4073000,0,358677000,148504000,-367257000,107456000,-725556000,-213053000,618168000,0,232120000,226865000,226865000,0,16119000,0.19,499725000,331174000,172368000,1.646,2.534,69.687,68.403,10650782000,5255000,239.41,13.236,13.003,19285000,-797329000,1194407000,1194407000,0,0.019,0.036,0.025,0.366,5303000,40090000,1.0,66035140,64871717,65061685,18.412,12008384000,0,0,0,183.778,
4,ESS,MRY,2014-12-31,2014-12-31,2014-12-31,2019-04-26,-51452000,11526732000,10293674750,,,0.094,94.939,-700606000,95749000,95749000,312546000,134438000,,0.891,5080689000,,,5080689000,0,360592000,0,0.025,5.11,286701000,647293000,0.667,647293000,286701000,122150000,2.07,2.06,2.07,6022672000,4972101500,6022672000,18348565959,64,28.347,-207294000,-3.666,1.0,658392000,0.678,0,164551000,16511672000,14805457750,0,1159663000,,,5367408000,,,13210440959,7119000,-415473000,542418000,279386000,-260574000,520610000,-1147156000,-30878000,493312000,0,122150000,116859000,116859000,0,12288000,0.12,456878000,201514000,166054000,2.469,2.193,113.046,99.807,10165271000,5291000,206.6,13.606,12.032,24923000,-650797000,970938000,970938000,0,0.011,0.024,0.019,0.295,8740000,40878000,1.0,63942115,56546959,56696525,17.17,11526732000,0,0,0,181.702,
5,ESS,MRY,2013-12-31,2013-12-31,2013-12-31,2019-04-26,-60472000,5186839000,5066974500,,,0.121,50.424,-470739000,53766000,53766000,197336000,172055000,,1.69,3033524000,,,3033524000,0,193518000,0,0.034,4.84,272807000,466325000,0.764,466325000,272807000,156283000,4.05,4.04,4.05,1884619000,1873359750,1884619000,8323468230,31,17.849,-165757000,-4.45,1.0,413254000,0.677,0,116524000,8166597000,7927638500,0,767217000,,,3184252000,,,5458706230,-115000,0,142707000,218161000,-180668000,148599000,-453696000,-39304000,304982000,0,156283000,150811000,150811000,-31173000,15772000,0.247,224549000,188705000,75230000,1.195,2.896,36.196,35.435,4239301000,5472000,143.51,8.94,8.755,68255000,-474426000,610590000,610590000,0,0.03,0.081,0.034,0.447,4508000,26684000,1.0,38037114,37248960,37335295,16.392,5186839000,0,0,0,138.778,
6,ESS,MRY,2012-12-31,2012-12-31,2012-12-31,2019-04-26,-69261000,4847223000,4443097250,,,0.12,49.13,-514982000,42126000,42126000,172167000,139590000,,1.679,2818683000,,,2818683000,0,170686000,0,0.03,4.4,237172000,407858000,0.762,407858000,237172000,125284000,3.42,3.41,3.42,1764804000,1620341000,1764804000,7925686290,33,19.432,-247483000,-7.064,1.0,362986000,0.678,0,111888000,7623780000,6970810750,0,664058000,,,2962758000,,,5356862290,5717000,0,360363000,374536000,-156250000,550356000,-812138000,-318887000,267499000,0,125284000,119812000,119812000,-11937000,14306000,0.224,195961000,167025000,70250000,1.287,3.035,44.711,42.88,4019006000,5472000,146.65,10.01,9.6,66163000,-444466000,535153000,535153000,0,0.027,0.074,0.034,0.443,4141000,24573000,1.0,36528212,35032491,35124921,15.276,4847223000,0,0,0,134.941,
7,ESS,MRY,2011-12-31,2011-12-31,2011-12-31,2019-04-26,-72771000,4036964000,3908667500,,,0.12,42.885,-231954000,35463000,35463000,162120000,57516000,,1.724,2360858000,,,2360858000,0,164016000,0,0.03,4.16,138764000,302780000,0.648,302780000,138764000,47070000,1.24,1.24,1.24,1437527000,1329265500,1437527000,7021965720,51,23.192,-15383000,-0.473,1.0,305320000,0.653,0,91694000,6362359000,6164577500,0,457687000,,,2478887000,,,4794768720,-864000,0,330917000,79549000,-138622000,208348000,-425783000,-215456000,216571000,0,47070000,40368000,40368000,-10558000,10446000,0.086,182177000,123143000,54829000,3.355,3.335,118.776,113.315,3437318000,6702000,140.51,10.258,9.782,66369000,-408066000,467440000,467440000,0,0.01,0.03,0.023,0.297,2927000,20694000,1.0,34124039,32541792,32628714,14.364,4036964000,0,0,0,120.433,
